coverage,length_score,structure_score,hedge_count,word_count_norm,score
0.955,0.327,0.315,0,0.374,76
0.163,0.991,0.233,0,1.0,60
0.878,0.944,0.123,0,0.802,91
0.854,0.209,0.049,0,0.179,68
0.381,0.814,0.093,0,0.816,69
0.516,0.163,0.21,0,0.235,60
0.995,0.415,0.21,0,0.505,80
0.255,0.112,0.457,0,0.076,54
0.962,0.1,0.36,0,0.201,75
0.848,0.301,1.0,0,0.346,86
0.876,0.016,0.964,1,0.06,71
0.141,0.249,0.565,0,0.255,50
0.47,0.039,0.596,0,0.149,64
0.372,0.415,0.157,0,0.317,61
0.151,0.809,0.669,0,0.923,61
0.162,0.498,0.306,1,0.46,56
0.622,0.028,0.026,0,0.145,55
0.872,0.914,0.046,0,0.993,87
0.17,0.1,0.349,0,0.0,57
0.112,0.476,0.983,2,0.595,51
0.857,0.809,0.001,0,0.8,87
0.128,0.656,0.366,1,0.707,50
0.493,0.831,0.571,0,0.747,72
0.942,0.226,0.082,0,0.291,72
0.615,0.25,0.251,1,0.298,60
0.974,0.668,0.52,1,0.814,81
0.9,0.328,0.375,0,0.352,84
0.034,0.906,0.385,0,0.994,67
0.014,0.635,0.835,0,0.534,58
0.572,0.484,0.344,1,0.595,71
0.406,0.993,0.453,0,1.0,71
0.279,0.769,0.924,0,0.918,68
0.341,0.872,0.772,0,0.921,76
0.342,0.519,0.063,0,0.497,55
0.543,0.095,0.975,2,0.0,59
0.296,0.873,0.307,0,0.889,74
0.966,0.972,0.183,2,1.0,86
0.195,0.84,0.222,0,0.75,67
0.526,0.78,0.563,1,0.788,75
0.363,0.23,0.947,1,0.13,56
0.68,0.635,0.859,0,0.738,85
0.152,0.942,0.61,2,0.853,53
0.969,0.401,0.39,1,0.543,82
0.468,0.136,0.938,0,0.008,69
0.668,0.209,0.733,1,0.347,62
0.41,0.144,0.822,2,0.286,60
0.978,0.391,0.159,0,0.358,76
0.834,0.071,0.963,0,0.0,76
0.726,0.586,0.672,0,0.569,83
0.761,0.011,0.117,0,0.018,69
0.598,0.232,0.438,2,0.119,61
0.454,0.07,0.979,1,0.022,58
0.988,0.382,0.891,0,0.42,87
0.168,0.71,0.866,0,0.788,64
0.103,0.998,0.603,1,1.0,59
0.85,0.495,0.702,0,0.472,85
0.865,0.28,0.724,0,0.401,82
0.329,0.667,0.251,0,0.542,60
0.806,0.243,0.495,1,0.223,67
0.997,0.826,0.488,1,0.927,85
0.519,0.925,0.383,1,0.807,76
0.643,0.099,0.095,2,0.021,54
0.709,0.604,0.815,1,0.677,75
0.788,0.852,0.573,1,0.713,80
0.805,0.744,0.432,0,0.659,80
0.631,0.329,0.292,0,0.42,72
0.849,0.254,0.818,0,0.21,86
0.277,0.784,0.325,1,0.931,58
0.794,0.209,0.771,1,0.253,75
0.753,0.781,0.172,0,0.888,78
0.616,0.74,0.836,0,0.685,79
0.914,0.09,0.406,1,0.089,66
0.383,0.265,0.707,0,0.216,63
0.361,0.159,0.169,0,0.042,57
0.909,0.7,0.56,2,0.718,73
0.618,0.076,0.093,1,0.105,62
0.405,0.263,0.716,1,0.219,55
0.385,0.845,0.736,2,0.783,66
0.082,0.999,0.443,0,0.923,61
0.993,0.026,0.224,1,0.171,66
0.226,0.648,0.216,0,0.587,67
0.858,0.483,0.439,1,0.498,76
0.412,0.848,0.581,1,0.871,74
0.387,0.261,0.797,0,0.352,62
0.37,0.9,0.937,0,0.912,72
0.693,0.322,0.827,1,0.246,72
0.129,0.981,0.784,1,1.0,65
0.105,0.826,0.228,0,0.891,62
0.554,0.985,0.465,1,1.0,75
0.438,0.591,0.065,0,0.448,65
0.65,0.896,0.477,1,0.79,79
0.065,0.719,0.57,1,0.577,57
0.431,0.764,0.133,0,0.679,68
0.538,0.675,0.331,1,0.765,68
0.407,0.766,0.98,1,0.71,66
0.61,0.712,0.358,0,0.794,71
0.064,0.414,0.161,0,0.339,52
0.759,0.179,0.181,1,0.308,67
0.332,0.094,0.404,1,0.229,50
0.408,0.696,0.139,0,0.601,65
0.177,0.43,0.252,0,0.335,55
0.227,0.986,0.633,0,0.972,66
0.258,0.879,0.061,1,0.747,58
0.169,0.964,0.529,0,0.912,66
0.8,0.568,0.375,0,0.705,76
0.621,0.182,0.218,0,0.061,68
0.155,0.374,0.177,0,0.436,58
0.177,0.149,0.819,0,0.186,62
0.888,0.794,0.12,0,0.925,79
0.683,0.59,0.167,0,0.589,75
0.997,0.92,0.938,1,0.934,92
0.448,0.116,0.554,0,0.04,58
0.96,0.491,0.794,0,0.448,92
0.921,0.811,0.91,1,0.887,89
0.848,0.091,0.655,1,0.11,73
0.522,0.757,0.643,0,0.703,76
0.198,0.944,0.426,0,0.907,67
0.491,0.322,0.484,0,0.264,72
0.771,0.771,0.699,1,0.87,77
0.089,0.892,0.748,1,0.905,63
0.739,0.534,0.047,0,0.499,72
0.538,0.824,0.684,0,0.896,79
0.178,0.371,0.699,0,0.251,65
0.892,0.712,0.073,0,0.711,83
0.613,0.045,0.381,1,0.0,57
0.904,0.66,0.915,0,0.805,96
0.827,0.372,0.838,0,0.269,83
0.622,0.258,0.922,1,0.279,73
0.626,0.205,0.879,1,0.329,66
0.01,0.824,0.377,2,0.944,53
0.488,0.6,0.627,0,0.463,76
0.129,0.689,0.071,0,0.574,62
0.489,0.183,0.327,1,0.11,59
0.931,0.398,0.536,0,0.505,79
0.761,0.395,0.886,0,0.53,81
0.498,0.127,0.996,0,0.121,64
0.038,0.388,0.084,1,0.48,41
0.615,0.438,0.143,1,0.519,66
0.504,0.975,0.769,1,0.92,77
0.949,0.341,0.95,0,0.296,82
0.644,0.391,0.153,0,0.393,66
0.627,0.336,0.721,0,0.447,68
0.246,0.529,0.557,0,0.543,61
0.111,0.065,0.518,0,0.101,46
0.933,0.37,0.143,0,0.425,72
0.003,0.058,0.388,1,0.0,37
0.628,0.564,0.074,1,0.661,66
0.571,0.386,0.686,0,0.371,75
0.683,0.613,0.345,1,0.599,76
0.153,0.536,0.36,0,0.472,61
0.963,0.388,0.257,0,0.348,75
0.805,0.144,0.46,1,0.258,72
0.987,0.125,0.626,0,0.258,79
0.418,0.733,0.444,0,0.722,69
0.665,0.133,0.53,0,0.048,65
0.195,0.874,0.659,1,0.833,63
0.862,0.792,0.375,0,0.706,81
0.109,0.652,0.3,2,0.789,53
0.412,0.199,0.338,0,0.247,65
0.432,0.943,0.024,0,0.909,73
0.273,0.746,0.563,0,0.788,69
0.801,0.151,0.316,0,0.261,67
0.931,0.316,0.933,1,0.325,81
0.035,0.097,0.065,0,0.0,48
0.053,0.853,0.313,0,0.764,56
0.213,0.841,0.363,0,0.866,70
0.475,0.704,0.29,0,0.795,67
0.881,0.163,0.118,1,0.136,68
0.629,0.7,0.281,2,0.821,71
0.664,0.147,0.445,2,0.009,63
0.473,0.477,0.767,1,0.533,70
0.931,0.585,0.182,0,0.726,88
0.567,0.886,0.988,0,0.757,80
0.3,0.394,0.149,2,0.532,45
0.634,0.292,0.793,2,0.167,65
0.799,0.016,0.891,0,0.164,73
0.253,0.513,0.982,0,0.51,72
0.052,0.239,0.307,0,0.388,47
0.273,0.995,0.657,1,0.869,69
0.131,0.978,0.624,1,1.0,61
0.2,0.47,0.388,1,0.522,56
0.336,0.803,0.854,2,0.78,66
0.132,0.346,0.262,0,0.343,50
0.913,0.919,0.085,1,1.0,86
0.896,0.023,0.129,2,0.0,55
0.373,0.154,0.801,2,0.03,48
0.723,0.737,0.341,1,0.608,76
0.966,0.969,0.631,0,1.0,90
0.122,0.704,0.2,1,0.832,50
0.718,0.092,0.433,1,0.012,59
0.079,0.32,0.529,0,0.415,56
0.495,0.706,0.469,1,0.759,73
0.061,0.185,0.006,0,0.327,43
0.878,0.575,0.189,0,0.636,75
0.187,0.321,0.992,0,0.289,66
0.297,0.412,0.641,0,0.39,67
0.735,0.531,0.655,1,0.457,78
0.065,0.063,0.344,1,0.0,45
0.43,0.674,0.899,0,0.528,78
0.088,0.588,0.916,0,0.647,64
0.959,0.569,0.727,0,0.554,91
0.48,0.5,0.763,0,0.514,75
0.228,0.171,0.691,0,0.16,57
0.923,0.846,0.972,0,0.957,94
0.153,0.738,0.386,0,0.85,65
0.381,0.87,0.149,0,0.724,73
0.662,0.173,0.593,0,0.088,64
0.472,0.271,0.198,0,0.239,60
0.955,0.549,0.228,0,0.581,83
0.435,0.852,0.487,1,0.72,75
0.067,0.323,0.477,0,0.215,53
0.494,0.216,0.491,0,0.255,63
0.311,0.618,0.612,1,0.507,60
0.725,0.807,0.864,0,0.827,86
0.018,0.37,0.246,0,0.426,55
0.903,0.634,0.902,0,0.72,90
0.577,0.331,0.194,0,0.471,70
0.572,0.911,0.708,1,0.832,81
0.489,0.47,0.019,1,0.584,58
0.148,0.322,0.529,0,0.353,61
0.958,0.266,0.449,2,0.174,73
0.712,0.364,0.778,0,0.288,79
0.327,0.825,0.483,0,0.91,76
0.485,0.314,0.883,0,0.411,72
0.958,0.598,0.12,1,0.466,82
0.524,0.504,0.248,0,0.481,72
0.011,0.261,0.144,0,0.12,48
0.421,0.369,0.776,0,0.353,66
0.157,0.444,0.314,0,0.431,53
0.607,0.285,0.586,0,0.422,66
0.868,0.553,0.369,0,0.653,80
0.025,0.434,0.324,0,0.382,56
0.035,0.283,0.566,1,0.145,47
0.723,0.714,0.497,0,0.606,76
0.163,0.714,0.092,0,0.856,57
0.413,0.751,0.492,1,0.62,66
0.79,0.695,0.548,0,0.789,83
0.115,0.911,0.261,0,0.778,65
0.024,0.643,0.697,0,0.506,56
0.233,0.153,0.87,1,0.099,53
0.634,0.396,0.51,0,0.394,75
0.697,0.55,0.04,1,0.411,64
0.491,0.349,0.081,0,0.352,67
0.397,0.152,0.007,1,0.225,48
0.556,0.511,0.16,0,0.587,66
0.196,0.898,0.393,1,0.834,56
0.603,0.651,0.512,0,0.562,71
0.387,0.107,0.933,0,0.017,64
0.747,0.833,0.674,1,0.928,79
0.054,0.626,0.567,2,0.552,49
0.31,0.216,0.181,0,0.128,61
0.389,0.327,0.984,1,0.403,68
0.48,0.597,0.795,1,0.704,66
0.616,0.884,0.853,1,0.749,73
0.274,0.0,0.445,1,0.02,44
0.054,0.215,0.191,0,0.288,46
0.28,0.654,0.297,0,0.774,61
0.263,0.93,0.887,2,1.0,59
0.637,0.952,0.793,0,0.854,81
0.725,0.455,0.886,1,0.472,72
0.703,0.48,0.731,0,0.395,77
0.377,0.037,0.432,0,0.011,63
0.577,0.044,0.063,2,0.157,52
0.719,0.203,0.267,1,0.135,69
0.235,0.448,0.002,1,0.311,51
0.857,0.559,0.703,2,0.478,79
0.047,0.364,0.598,0,0.46,55
0.373,0.902,0.726,1,0.796,73
0.347,0.174,0.402,0,0.319,61
0.148,0.673,0.889,1,0.686,59
0.432,0.602,0.885,0,0.729,75
0.451,0.539,0.68,0,0.492,76
0.983,0.145,0.342,1,0.245,68
0.799,0.14,0.816,0,0.237,75
0.823,0.881,0.991,1,0.744,82
0.004,0.935,0.665,0,1.0,66
0.788,0.489,0.325,2,0.578,68
0.395,0.657,0.393,1,0.612,62
0.752,0.106,0.64,0,0.003,75
0.753,0.716,0.893,1,0.806,81
0.916,0.695,0.307,2,0.667,79
0.542,0.097,0.814,0,0.0,65
0.207,0.828,0.68,0,0.754,74
0.422,0.358,0.403,1,0.387,57
0.375,0.304,0.619,0,0.345,65
0.679,0.977,0.5,0,0.836,87
0.861,0.384,0.539,0,0.361,81
0.881,0.949,0.685,0,0.913,98
0.759,0.087,0.252,0,0.0,71
0.716,0.922,0.455,1,0.873,80
0.469,0.323,0.553,1,0.429,58
0.411,0.01,0.128,2,0.063,39
0.506,0.069,0.181,0,0.128,58
0.925,0.654,0.049,1,0.539,77
0.174,0.452,0.854,0,0.389,60
0.11,0.155,0.837,0,0.15,52
0.387,0.745,0.654,0,0.827,67
0.183,0.34,0.683,2,0.338,51
0.808,0.948,0.116,0,0.84,87
0.947,0.563,0.438,0,0.651,84
0.708,0.898,0.368,1,0.78,77
0.279,0.557,0.422,0,0.433,68
0.665,0.475,0.507,0,0.597,79
0.121,0.162,0.57,1,0.071,49
0.546,0.557,0.478,2,0.604,63
0.116,0.04,0.202,0,0.0,49
0.011,0.06,0.788,0,0.067,47
0.531,0.303,0.811,0,0.429,75
0.801,0.189,0.475,0,0.103,70
0.553,0.627,0.859,0,0.521,73
0.51,0.861,0.068,1,1.0,62
0.165,0.627,0.414,1,0.586,52
0.262,0.06,0.432,2,0.006,43
0.193,0.726,0.374,0,0.758,67
0.749,0.127,0.615,2,0.13,61
0.872,0.635,0.241,1,0.571,80
0.433,0.031,0.066,0,0.092,58
0.773,0.04,0.277,0,0.029,72
0.917,0.303,0.535,0,0.429,84
0.47,0.488,0.757,2,0.545,64
0.923,0.605,0.661,1,0.496,80
0.691,0.975,0.533,1,1.0,77
0.268,0.271,0.289,1,0.189,56
0.324,0.239,0.191,0,0.147,55
0.676,0.279,0.598,1,0.327,71
0.891,0.139,0.77,0,0.046,81
0.713,0.553,0.204,0,0.578,71
0.725,0.876,0.639,0,0.905,87
0.337,0.887,0.81,0,0.811,75
0.271,0.568,0.537,0,0.494,59
0.124,0.377,0.551,0,0.228,53
0.934,0.928,0.455,1,0.953,83
0.567,0.199,0.051,0,0.237,62
0.108,0.437,0.313,0,0.341,53
0.801,0.055,0.847,0,0.0,76
0.127,0.096,0.743,0,0.007,58
0.567,0.01,0.338,1,0.076,54
0.241,0.22,0.604,2,0.15,48
0.841,0.152,0.554,0,0.231,71
0.966,0.383,0.542,0,0.519,78
0.74,0.979,0.27,0,0.866,81
0.406,0.242,0.61,0,0.367,61
0.003,0.671,0.435,2,0.701,45
0.213,0.1,0.082,1,0.083,40
0.888,0.851,0.751,0,0.863,89
0.882,0.492,0.79,1,0.445,74
0.508,0.388,0.442,0,0.35,70
0.601,0.699,0.378,2,0.67,62
0.353,0.274,0.715,0,0.238,68
0.961,0.686,0.563,1,0.745,83
0.8,0.389,0.345,0,0.245,75
0.445,0.424,0.437,0,0.343,65
0.997,0.479,0.169,2,0.505,72
0.531,0.196,0.036,0,0.155,64
0.09,0.916,0.092,1,0.932,52
0.525,0.255,0.149,0,0.363,60
0.916,0.229,0.312,1,0.099,76
0.621,0.573,0.783,2,0.709,73
0.176,0.548,0.942,0,0.469,69
0.195,0.713,0.067,0,0.644,63
0.534,0.779,0.553,0,0.846,72
0.932,0.246,0.009,2,0.148,62
0.813,0.501,0.895,0,0.391,79
0.156,0.132,0.862,2,0.092,49
0.462,0.455,0.71,1,0.379,67
0.755,0.067,0.377,0,0.003,69
0.49,0.754,0.55,1,0.725,70
0.962,0.943,0.354,1,0.966,90
0.405,0.251,0.937,0,0.252,67
0.805,0.207,0.6,0,0.31,71
0.904,0.383,0.3,0,0.327,75
0.016,0.436,0.638,0,0.421,56
0.759,0.14,0.794,0,0.063,69
0.227,0.439,0.487,0,0.503,58
0.205,0.13,0.96,0,0.264,63
0.923,0.295,0.053,0,0.418,80
0.872,0.078,0.294,2,0.082,62
0.934,0.869,0.479,0,0.818,88
0.507,0.011,0.101,1,0.074,50
0.025,0.219,0.521,0,0.204,48
0.613,0.347,0.327,0,0.212,69
0.123,0.438,0.488,2,0.442,49
0.548,0.749,0.506,0,0.879,75
0.661,0.44,0.723,0,0.333,79
0.196,0.617,0.276,0,0.48,58
0.954,0.194,0.569,0,0.284,84
0.427,0.568,0.99,0,0.418,69
0.859,0.266,0.483,0,0.182,82
0.166,0.673,0.114,1,0.661,58
0.617,0.979,0.851,0,1.0,86
0.901,0.742,0.632,0,0.75,91
0.835,0.59,0.683,2,0.618,79
0.226,0.022,0.483,0,0.154,50
0.973,0.991,0.051,1,0.931,89
0.106,0.148,0.224,2,0.064,44
0.464,0.153,0.099,1,0.155,53
0.4,0.567,0.299,0,0.466,66
0.928,0.066,0.314,0,0.047,78
0.154,0.473,0.031,0,0.358,51
0.879,0.492,0.958,1,0.406,81
0.235,0.243,0.805,0,0.141,58
0.377,0.083,0.082,2,0.154,40
0.429,0.897,0.934,2,0.989,71
0.992,0.002,0.178,0,0.0,78
0.679,0.918,0.7,1,0.94,75
0.893,0.33,0.039,1,0.205,64
0.0,0.923,0.79,0,1.0,64
0.267,0.291,0.837,0,0.391,60
0.065,0.606,0.26,1,0.689,51
0.496,0.224,0.284,0,0.33,65
0.695,0.81,0.359,1,0.752,77
0.815,0.418,0.93,2,0.563,71
0.327,0.241,0.149,0,0.102,51
0.875,0.148,0.998,0,0.043,76
0.77,0.688,0.579,1,0.682,77
0.93,0.668,0.672,1,0.694,89
0.21,0.473,0.034,0,0.44,54
0.049,0.841,0.804,0,0.747,65
0.658,0.397,0.709,0,0.382,79
0.745,0.707,0.658,2,0.727,76
0.007,0.783,0.954,0,0.661,68
0.335,0.042,0.14,1,0.073,53
0.907,0.721,0.418,2,0.574,75
0.343,0.615,0.337,0,0.61,69
0.501,0.211,0.333,1,0.318,61
0.273,0.391,0.529,1,0.425,57
0.435,0.95,0.8,0,1.0,80
0.29,0.997,0.456,0,0.947,71
0.627,0.792,0.475,0,0.921,84
0.609,0.231,0.315,1,0.148,59
0.892,0.852,0.817,1,0.973,84
0.265,0.531,0.041,2,0.516,47
0.43,0.959,0.802,0,0.97,84
0.94,0.016,0.869,1,0.104,76
0.306,0.6,0.051,1,0.514,58
0.288,0.116,0.235,0,0.134,52
0.545,0.2,0.685,0,0.149,65
0.48,0.099,0.931,1,0.026,63
0.672,0.416,0.906,0,0.485,76
0.765,0.289,0.998,1,0.304,69
0.983,0.873,0.853,0,1.0,90
0.77,0.758,0.27,0,0.642,80
0.121,0.766,0.78,0,0.769,65
0.614,0.785,0.356,0,0.741,76
0.189,0.945,0.725,1,1.0,69
0.086,0.063,0.146,0,0.07,48
0.194,0.991,0.757,0,0.85,76
0.793,0.432,0.807,2,0.526,68
0.19,0.637,0.773,1,0.696,66
0.745,0.835,0.934,2,0.833,81
0.387,0.643,0.199,0,0.504,62
0.571,0.017,0.665,0,0.062,64
0.838,0.97,0.862,0,0.86,88
0.521,0.766,0.593,0,0.764,82
0.726,0.341,0.625,0,0.427,77
0.246,0.537,0.426,0,0.645,56
0.3,0.964,0.137,0,1.0,74
0.281,0.85,0.981,1,0.809,69
0.739,0.407,0.026,0,0.355,74
0.87,0.931,0.603,2,0.811,76
0.975,0.768,0.318,0,0.673,85
0.8,0.232,0.277,2,0.31,66
0.913,0.08,0.713,1,0.191,73
0.906,0.658,0.1,0,0.734,76
0.919,0.42,0.658,0,0.492,79
0.094,0.945,0.004,0,0.808,64
0.406,0.107,0.159,1,0.226,48
0.334,0.185,0.918,1,0.295,60
0.017,0.218,0.708,0,0.289,55
0.682,0.239,0.408,1,0.246,62
0.795,0.776,0.188,1,0.697,75
0.613,0.388,0.825,0,0.341,74
0.591,0.911,0.288,0,0.946,83
0.707,0.255,0.605,0,0.398,72
0.191,0.253,0.128,0,0.347,53
0.967,0.249,0.711,0,0.398,85
0.731,0.684,0.133,0,0.617,72
0.003,0.21,0.111,1,0.064,35
0.206,0.144,0.724,2,0.031,45
0.977,0.379,0.519,0,0.362,80
0.635,0.207,0.353,2,0.257,63
0.243,0.489,0.274,0,0.415,59
0.159,0.781,0.834,1,0.769,60
0.413,0.881,0.141,0,0.784,74
0.473,0.763,0.065,0,0.717,71
0.449,0.688,0.276,0,0.827,67
0.48,0.438,0.133,2,0.358,54
0.219,0.949,0.51,0,0.832,72
0.522,0.69,0.272,1,0.695,65
0.404,0.063,0.957,0,0.0,61
0.81,0.758,0.668,1,0.865,82
0.924,0.922,0.628,1,0.773,93
0.327,0.69,0.554,1,0.642,63
0.187,0.733,0.721,0,0.658,70
0.586,0.629,0.67,1,0.649,70
0.38,0.625,0.89,0,0.489,70
0.471,0.241,0.333,0,0.22,63
0.69,0.103,0.896,0,0.076,67
0.467,0.535,0.739,0,0.589,78
0.441,0.136,0.738,0,0.097,58
0.012,0.587,0.12,0,0.63,57
0.893,0.093,0.924,1,0.0,78
0.791,0.537,0.629,2,0.459,71
0.277,0.167,0.757,1,0.019,59
0.817,0.216,0.412,0,0.096,74
0.229,0.576,0.0,1,0.531,51
0.452,0.696,0.027,0,0.84,68
0.667,0.193,0.822,0,0.264,76
0.196,0.209,0.133,0,0.077,51
0.619,0.031,0.726,1,0.0,64
0.88,0.3,0.687,0,0.356,84
0.159,0.378,0.171,0,0.388,56
0.893,0.109,0.764,0,0.0,77
0.435,0.7,0.166,1,0.706,64
0.677,0.95,0.932,1,1.0,88
0.157,0.997,0.533,1,0.912,63
0.172,0.837,0.445,0,0.765,62
0.733,0.772,0.02,0,0.711,81
0.465,0.091,0.581,2,0.149,57
0.23,0.7,0.95,0,0.718,68
0.65,0.712,0.817,0,0.717,82
0.232,0.126,0.908,1,0.233,54
0.074,0.539,0.084,1,0.55,45
0.332,0.136,0.178,0,0.133,59
0.14,0.79,0.699,0,0.795,67
0.071,0.721,0.547,1,0.799,55
0.681,0.993,0.338,0,1.0,86
0.775,0.691,0.863,1,0.55,79
0.758,0.808,0.586,0,0.864,84
0.805,0.439,0.894,1,0.4,81
0.748,0.605,0.719,0,0.549,84
0.795,0.504,0.29,0,0.432,72
0.813,0.6,0.576,0,0.536,83
0.768,0.151,0.824,0,0.151,79
0.314,0.469,0.507,0,0.327,65
0.003,0.261,0.246,0,0.302,42
0.724,0.275,0.15,0,0.294,66
0.149,0.269,0.228,0,0.23,46
0.31,0.17,0.577,1,0.033,56
0.625,0.053,0.208,0,0.084,64
0.46,0.355,0.999,2,0.392,63
0.939,0.925,0.185,0,0.793,92
0.928,0.865,0.253,1,0.752,83
0.529,0.005,0.626,0,0.144,65
0.547,0.474,0.88,0,0.479,73
0.764,0.528,0.064,0,0.451,77
0.142,0.4,0.678,1,0.301,54
0.669,0.731,0.408,0,0.587,83
0.756,0.131,0.722,2,0.139,60
0.31,0.778,0.082,2,0.64,53
0.945,0.632,0.157,2,0.594,71
0.873,0.187,0.789,1,0.24,72
0.683,0.294,0.959,1,0.151,67
0.377,0.411,0.28,0,0.415,68
0.53,0.916,0.022,0,0.985,72
0.556,0.501,0.178,0,0.45,74
0.466,0.832,0.062,1,0.784,63
0.639,0.993,0.291,0,1.0,78
0.765,0.355,0.829,0,0.381,84
0.122,0.728,0.807,2,0.609,50
0.6,0.526,0.721,2,0.413,60
0.976,0.241,0.091,1,0.15,68
0.405,0.323,0.226,0,0.429,64
0.956,0.918,0.612,1,0.917,94
0.991,0.095,0.961,2,0.067,74
0.864,0.892,0.011,0,0.805,78
0.811,0.586,0.335,0,0.47,75
0.597,0.924,0.244,0,0.874,80
0.497,0.729,0.823,1,0.615,75
0.416,0.003,0.621,0,0.0,61
0.346,0.886,0.076,1,0.757,58
0.526,0.772,0.287,1,0.71,65
0.53,0.343,0.026,0,0.42,62
0.171,0.723,0.942,1,0.754,59
0.24,0.275,0.338,0,0.153,61
0.695,0.857,0.294,1,0.868,81
0.043,0.367,0.021,2,0.318,38
0.395,0.435,0.791,0,0.441,64
0.746,0.427,0.847,0,0.56,85
0.055,0.885,0.361,0,1.0,56
0.871,0.027,0.154,0,0.0,75
0.213,0.953,0.768,0,1.0,70
0.817,0.509,0.183,1,0.392,74
0.485,0.763,0.644,0,0.799,82
0.831,0.29,0.963,0,0.213,86
0.005,0.528,0.447,0,0.481,51
0.863,0.913,0.737,1,0.804,81
0.234,0.374,0.724,0,0.255,60
0.691,0.018,0.822,1,0.0,66
0.708,0.803,0.286,0,0.933,83
0.453,0.255,0.807,0,0.332,70
0.624,0.626,0.767,1,0.718,78
0.657,0.83,0.642,2,0.86,75
0.678,0.981,0.456,1,0.92,79
0.366,0.384,0.952,0,0.278,69
0.294,0.772,0.887,1,0.808,73
0.194,0.175,0.19,0,0.277,55
0.223,0.781,0.776,0,0.752,70
0.938,0.408,0.7,1,0.4,78
0.118,0.764,0.972,0,0.807,63
0.216,0.562,0.995,0,0.568,64
0.67,0.602,0.362,0,0.722,76
0.657,0.561,0.017,2,0.705,65
0.897,0.96,0.887,0,1.0,100
0.566,0.434,0.03,2,0.539,52
0.591,0.359,0.677,0,0.407,67
0.551,0.573,0.345,1,0.445,70
0.015,0.482,0.426,1,0.581,53
0.766,0.807,0.314,0,0.951,85
0.252,0.192,0.267,1,0.087,50
0.773,0.85,0.272,0,0.956,87
0.164,0.752,0.001,1,0.858,53
0.391,0.885,0.063,0,0.77,75
0.387,0.202,0.081,0,0.296,55
0.969,0.854,0.048,0,0.817,82
0.648,0.08,0.63,0,0.187,66
0.453,0.774,0.863,1,0.683,73
0.443,0.411,0.144,1,0.372,60
0.27,0.896,0.441,1,0.83,60
0.714,0.449,0.14,0,0.528,71
0.13,0.137,0.019,2,0.015,41
0.725,0.826,0.923,0,0.971,88
0.932,0.067,0.778,0,0.036,79
0.534,0.067,0.195,0,0.053,55
0.133,0.931,0.358,0,0.842,70
0.401,0.467,0.927,0,0.32,75
0.899,0.164,0.102,1,0.063,66
0.219,0.422,0.825,1,0.367,57
0.546,0.976,0.376,0,0.891,74
0.668,0.297,0.265,0,0.365,65
0.579,0.048,0.864,0,0.051,74
0.095,0.275,0.995,0,0.261,60
0.832,0.398,0.534,0,0.52,82
0.5,0.513,0.915,0,0.367,70
0.092,0.492,0.821,1,0.59,50
0.193,0.519,0.974,0,0.541,63
0.83,0.784,0.687,0,0.704,87
0.826,0.875,0.539,0,0.979,84
0.682,0.318,0.029,0,0.34,67
0.739,0.493,0.703,1,0.559,74
0.681,0.994,0.454,1,0.862,84
0.496,0.9,0.518,2,0.794,71
0.365,0.002,0.541,0,0.05,53
0.224,0.349,0.674,0,0.497,62
0.66,0.015,0.335,0,0.146,67
0.405,0.15,0.073,1,0.231,47
0.982,0.139,0.568,0,0.215,85
0.558,0.534,0.682,0,0.513,76
0.289,0.547,0.016,0,0.435,64
0.851,0.798,0.951,1,0.867,88
0.542,0.975,0.598,1,0.9,82
0.648,0.298,0.606,2,0.369,62
0.63,0.647,0.284,0,0.685,75
0.962,0.751,0.036,1,0.733,78
0.179,0.895,0.402,0,0.888,66
0.972,0.187,0.934,0,0.119,87
0.964,0.063,0.628,0,0.061,79
0.384,0.15,0.624,0,0.152,64
0.154,0.834,0.32,1,0.743,64
0.038,0.643,0.318,1,0.493,53
0.682,0.792,0.369,1,0.723,69
0.895,0.36,0.994,0,0.428,83
0.457,0.038,0.673,0,0.0,63
0.778,0.343,0.375,0,0.248,75
0.461,0.394,0.14,2,0.489,51
0.638,0.634,0.133,1,0.706,72
0.79,0.83,0.222,0,0.844,87
0.573,0.103,0.405,0,0.0,66
0.328,0.533,0.338,0,0.436,69
0.389,0.969,0.172,1,0.885,69
0.343,0.608,0.686,0,0.525,75
0.504,0.56,0.391,0,0.418,72
0.519,0.956,0.95,1,0.903,80
0.756,0.773,0.287,0,0.69,77
0.628,0.12,0.675,1,0.217,59
0.832,0.914,0.599,0,0.778,89
0.705,0.582,0.269,0,0.458,74
0.395,0.088,0.294,0,0.036,55
0.107,0.729,0.366,0,0.824,60
0.846,0.525,0.238,0,0.509,77
0.016,0.621,0.953,0,0.68,63
0.109,0.95,0.792,0,1.0,65
0.383,0.529,0.998,1,0.557,66
0.06,0.733,0.132,0,0.585,55
0.235,0.514,0.558,2,0.468,48
0.137,0.331,0.809,2,0.414,47
0.956,0.864,0.584,0,0.952,91
0.442,0.299,0.168,0,0.361,61
0.983,0.893,0.28,1,0.845,86
0.965,0.797,0.317,1,0.899,81
0.502,0.305,0.614,0,0.445,71
0.428,0.332,0.136,2,0.184,46
0.156,0.307,0.639,1,0.351,49
0.958,0.131,0.877,2,0.016,70
0.317,0.208,0.324,0,0.068,54
0.633,0.556,0.182,0,0.491,69
0.52,0.617,0.386,1,0.766,66
0.5,0.85,0.99,0,0.827,86
